25.485375,239.44554,14.757053,251.070956
30.504294,230.554506,13.155691,
42.879582,239.360413,12.626792,
32.483582,234.641154,12.753558,
34.135431,236.976511,12.197333,
32.14776,247.39286,11.70324,
34.657672,234.702651,11.811816,
32.92664,231.656172,11.909679,
34.679653,239.116713,11.43785,
37.067785,236.629348,12.392163,
32.884982,238.368614,11.947993,
33.242941,243.027842,12.018295,
34.375875,243.519957,12.088529,
30.954789,235.266144,11.720136,
34.782358,237.393172,11.122797,
33.420448,233.593138,10.649566,
32.990199,240.454659,11.732399,
32.534974,238.312858,11.577638,
33.342056,239.026918,11.14129,
33.22147,233.836105,11.264084,
32.469622,232.073889,11.708494,
32.438366,237.234619,11.370477,
33.769468,237.855895,12.230909,
31.726207,246.114675,21.462886,
45.087704,238.39611,12.322981,
34.055228,239.768721,11.996317,
33.85989,231.580239,11.616183,
32.619501,235.066493,11.502017,
42.638387,235.546551,11.630561,
33.283111,234.210834,11.181271,
32.425323,235.152626,11.037786,
31.994328,234.579773,11.187666,
30.575307,233.116725,11.072806,
39.105072,235.166266,11.032068,
32.459942,232.00026,10.783304,
30.732749,231.611811,10.881825,
33.255758,240.951626,10.924116,
31.960029,236.197339,10.946581,
31.304809,236.438698,10.926315,
81.151051,233.678191,10.932041,
31.233793,244.929054,10.930978,
29.655716,251.070956,10.494172,
29.233858,239.903597,11.14114,
31.639928,235.996953,12.468927,
25.333518,232.050787,11.145762,
25.953362,228.237393,11.435603,
28.519489,236.715671,10.97996,
25.100745,235.370628,11.097627,
27.444585,236.937749,11.583039,
24.427953,242.21322,11.15503,
32.509278,236.534023,11.4699335,
