303.345905,85.05998
301.353438,85.108848
301.601379,85.078163
302.344909,85.489483
310.802411,85.53104
312.614668,85.907215
318.536684,85.35493
320.804534,85.539185
324.285326,85.310899
326.070797,85.314013
326.039116,85.297548
328.057744,85.258948
333.249914,86.570869
335.286264,85.295912
342.692418,85.723423
345.078033,85.654852
350.23709,85.489521
290.441055,85.795995
305.74075,85.678493
305.844165,85.662371
308.326729,85.280555
313.441734,85.781019
311.889433,85.463076
317.489333,85.421678
323.098498,85.821369
323.304297,85.368901
327.182992,85.289773
529.673652,88.232294
643.269575,85.599442
330.962236,85.231806
334.877859,86.112928
470.917794,88.986793
344.859423,86.065013
352.160665,85.446061
510.933879,85.396989
577.790712,85.464404
307.688314,85.504919
307.404822,85.2609
310.511199,85.674454
320.428507,87.23015
616.164984,85.886488
650.972016,85.751795
640.597046,87.520847
649.121036,85.696929
655.040317,85.770799
623.860294,85.217553
330.831288,85.91782
328.351839,85.355607
326.270534,86.571561
305.888542,89.285979
655.040317,89.285979
