18.773786,219.304469,3.759185
19.238669,219.88752,3.431224
19.711549,217.080498,3.478295
16.21202,222.171863,3.665076
15.062007,214.458983,3.536092
13.500832,218.113317,3.430701
14.144502,217.923855,3.246742
14.475938,217.66946,3.760021
14.655357,213.343526,3.52887
14.893475,215.606822,3.370182
13.969307,219.007659,3.302011
14.567687,218.091754,3.420067
14.768949,219.582669,2.977523
17.709085,214.950312,3.304146
15.039849,218.641298,3.478486
13.832685,220.227286,3.271483
13.657822,214.650854,3.87404
13.546871,219.855667,3.450115
13.947356,215.250266,3.051474
14.700328,216.099199,3.437621
13.659408,216.489607,3.510391
13.833396,218.513822,3.196079
14.740894,218.617688,3.508305
13.99605,223.455117,3.369883
15.257477,218.088487,3.205932
14.847182,216.499508,3.23226
14.60655,216.27615,3.354407
14.338827,220.021386,3.45749
14.653111,217.515886,3.347185
14.568603,219.48716,3.169813
14.153621,213.938171,2.970696
15.011627,217.56473,3.317381
15.638195,217.198026,3.231111
14.927889,218.766291,3.167577
14.90586,216.364009,3.830141
14.269681,214.789355,3.123931
15.950409,219.306387,3.300031
16.348895,216.821213,3.389939
15.194235,217.340348,3.432816
16.046211,213.815666,3.376372
14.608778,218.46789,3.613048
16.341503,214.368294,3.052512
14.536291,217.312009,3.679037
15.197938,213.187518,3.315965
15.978797,216.172025,3.526453
15.914421,216.10933,3.69247
15.325759,231.507002,3.144076
20.623522,231.271942,3.62229
22.783949,224.22195,3.19768
20.565145,221.786871,3.226498
22.783949,231.507002,3.87404
